id,Instance of,Title,Genre,Duration,Publication date,Netflix ID,Disney+ movie ID,Disney+ series ID,Hulu ID
Q2106125,movie,Shades,Q130232,93.0,1999-01-01,60028120,,,
Q2107839,tv,Dennis the Menace,Q21188110,,,,,,28fcb9cf-2122-42e5-8542-fcf7d431914c
Q2116986,movie,Lower City,Q130232,93.0,2005-05-16,70052248,,,
Q2118399,movie,Punk Rock Holocaust,"['Q200092', 'Q157443']",92.0,2004-01-01,70002044,,,
Q2119348,movie,The Producers,"['Q842256', 'Q157443', 'Q20442589']",134.0,2005-01-01,70021665,,,
Q2121056,movie,Superman/Batman: Public Enemies,"['Q1535153', 'Q2973181', 'Q188473', 'Q2484376', 'Q1200678', 'Q182015', 'Q959790']",67.0,2009-01-01,70122541,,,
Q2124065,movie,Alien from L.A.,Q471839,87.0,1988-01-01,60031574,,,
Q2134825,tv,Detained,Q24925,44.0,2002-04-24,70177785,,,
Q2151097,movie,A Wednesday!,Q130232,103.0,2008-01-01,70107499,,,
Q2158869,movie,Broadway Melody of 1938,Q842256,110.0,1937-01-01,70090402,,,
Q2165265,tv,Kourtney and Kim Take Miami,Q182415,,,,,,97a9c18b-b0d3-48c5-aec3-aaced28c1cf4
Q2175638,movie,Carnival Story,Q130232,95.0,1954-01-01,60029562,,,
Q2196619,movie,Cargo 200,"['Q130232', 'Q959790', 'Q2484376']",85.0,2007-01-01,70100716,,,
Q2200109,movie,Dimples,Q842256,79.0,1936-01-01,60021813,,,
Q2210880,movie,10 Questions for the Dalai Lama,Q93204,,2006-01-01,70072635,,,
Q2219678,short_film,Mater and the Ghostlight,Q40831,7.0,2006-01-01,,q7NJAmjxgp0p,,
Q2220886,movie,Fifty Dead Men Walking,"['Q19367312', 'Q130232']",117.0,2008-01-01,70107132,,,
Q2226293,movie,The Devil's Double,"['Q645928', 'Q130232', 'Q52207310']",108.0,2011-01-22,70139562,,,
Q2247014,tv,American Gothic,Q1366112,,,,,,ee353b50-8043-40da-9eed-2a1432bab694
Q2249437,tv_film,Looking for Fidel,Q93204,57.0,2004-01-01,70166287,,,
Q2249443,movie,Little Ashes,"['Q645928', 'Q20442589', 'Q130232']",112.0,2008-10-07,70109424,,,
Q2250601,movie,Deadfall,"['Q496523', 'Q20442589', 'Q130232', 'Q21010853', 'Q959790']",120.0,1968-01-01,70054371,2UUu0pLCO2tR,,
Q2252436,movie,Project Moonbase,"['Q471839', 'Q319221']",63.0,1953-01-01,60001000,,,
Q2254765,movie,Heartbreak Hotel,Q130232,98.0,2006-01-01,81537445,,,
Q2259408,movie,Pinky,"['Q130232', 'Q52162262']",101.0,1950-01-01,60010785,,,
Q2259962,movie,Rich and Famous,Q130232,117.0,1981-01-01,70079043,,,
Q2263420,movie,Balzac and the Little Chinese Seamstress,"['Q1054574', 'Q130232', 'Q52162262']",110.0,2002-01-01,70004515,,,
Q2264347,movie,Sling Blade,Q130232,136.0,1996-01-01,973861,,,
Q2268308,movie,Illegal,Q130232,90.0,2010-01-01,70155734,,,
Q2270148,movie,Promise Me This,"['Q157443', 'Q130232', 'Q1135802']",142.0,2007-01-01,70071618,,,
Q2272891,tv_film,Den Brother,"['Q1146335', 'Q20442589']",88.0,2010-08-13,70159478,4Y7iCBaFeYlu,,
Q2273270,movie,I Live in Fear,Q130232,103.0,1955-01-01,70084205,,,
Q2274297,movie,Brain Damage,"['Q471839', 'Q761469', 'Q224700', 'Q909586']",84.0,1988-01-01,70003933,,,
Q2278298,other,7 Television Commercials,Q11366,,1998-01-01,60030181,,,
Q2279512,movie,Death Note 2: The Last Name,"['Q590103', 'Q130232']",140.0,2006-01-01,70109882,,,
Q2290141,movie,Sirocco,"['Q130232', 'Q1054574', 'Q185867', 'Q369747', 'Q188473']",98.0,1951-01-01,60025653,,,
Q2293945,anime,Slayers Gorgeous,"['Q15286013', 'Q15637301', 'Q15712918', 'Q157394']",64.0,1998-01-01,60034606,,,
Q2294057,movie,Sleeping Beauty,"['Q130232', 'Q599558', 'Q52162262']",101.0,2011-01-01,70189315,,,
Q2295717,tv_film,Snakeman,Q200092,88.0,2005-01-01,70043454,,,
Q2297848,movie,Stay Cool,Q157443,89.0,2009-01-01,70117012,,,
Q2298323,tv,Top Chef,Q182415,,,70153395,,,5ab4b7af-f02f-4755-b0dd-595f4bc1b9ff
Q2298501,movie,Washington Square,"['Q130232', 'Q52162262', 'Q1054574']",116.0,1997-01-01,60023199,,,
Q2298697,movie,Return of the Living Dead Part II,"['Q471839', 'Q224700', 'Q1747837', 'Q157443']",85.0,1987-01-01,70005169,,,
Q2299040,movie,The Stendhal Syndrome,Q2484376,120.0,1996-01-01,22085889,,,
Q2300207,movie,The Contractor,Q188473,98.0,2007-01-01,70070567,,,
Q2303761,movie,Return of the Fly,"['Q200092', 'Q471839', 'Q1342372', 'Q52162262']",77.0,1959-01-01,70011304,,,
Q2303888,movie,The Mystery of Picasso,Q93204,78.0,1956-01-01,60025585,,,
Q2316202,tv_film,The Lost Battalion,"['Q369747', 'Q130232']",88.0,2001-01-01,60022153,,,
Q2317367,movie,Heartbeeps,"['Q471839', 'Q761469', 'Q1054574', 'Q157443']",75.0,1981-01-01,60010431,,,
Q2328386,movie,"Sexo, pudor y lágrimas",Q157443,109.0,1999-06-18,70003680,,,
Q2333043,movie,Calvaire,"['Q200092', 'Q604725', 'Q20442589', 'Q130232']",88.0,2004-05-18,70033371,,,
Q2337429,movie,Dangerous Game,Q130232,108.0,1993-01-01,70011829,,,
Q2341615,tv_film,The Shrink Is In,Q860626,,2001-01-01,60033738,,,
Q2341849,movie,Little Manhattan,"['Q860626', 'Q2975633', 'Q2143665']",90.0,2005-01-01,70038923,,,
Q2342853,movie,Hunt to Kill,Q188473,89.0,2010-01-01,70150473,,,
Q2344361,movie,Family Law,"['Q859369', 'Q130232']",102.0,2006-01-01,70059744,,,
Q2346467,movie,Mysteries of Lisbon,"['Q130232', 'Q52162262']",272.0,2010-09-12,70144561,,,
Q2346479,movie,Sur la piste du Marsupilami,"['Q157443', 'Q157394', 'Q2143665', 'Q319221']",105.0,2012-04-04,80002924,2UJNzQ6XAtl1,,
Q2354637,movie,A Personal Journey with Martin Scorsese Through American Movies,Q93204,225.0,1995-01-01,60031958,,,
Q2356858,movie,Prince of Foxes,"['Q130232', 'Q319221', 'Q222639']",107.0,1949-01-01,60010798,,,
Q2360335,tv,Vox Sola,Q24925,44.0,2002-05-01,70177786,,,
Q2360808,tv_film,Ike: Countdown to D-Day,,89.0,2004-01-01,70002593,,,
Q2362823,movie,Tuff Turf,"['Q1146335', 'Q130232', 'Q188473']",109.0,1985-01-01,70000219,,,
Q2363955,movie,The Last American Virgin,"['Q859369', 'Q2975633', 'Q860626']",90.0,1982-01-01,60029696,,,
Q2364063,movie,White Water Summer,Q130232,87.0,1987-01-01,60021761,,,
Q2364567,tv,Civilization,Q24925,1.0,2001-11-14,70177773,,,
Q2365654,movie,The Experts,Q157443,94.0,1989-01-01,70154006,,,
Q2368037,movie,Broadway Bill,Q859369,102.0,1934-01-01,70002221,,,
Q2370719,movie,The Two of Us,"['Q130232', 'Q157443']",87.0,1967-01-01,70068715,,,
Q2373456,tv_film,Stuck in the Suburbs,"['Q842256', 'Q1146335', 'Q2143665', 'Q859369']",82.0,2004-07-16,,22bx6eTQa0hf,,
Q2382255,movie,Heroes Shed No Tears,"['Q188473', 'Q130232']",93.0,1986-01-01,60001872,,,
Q2384522,movie,Scrap Heaven,Q130232,117.0,2005-01-01,70075008,,,
Q2388793,movie,House of Fools,"['Q130232', 'Q369747', 'Q1054574', 'Q859369']",104.0,2002-01-01,60026153,,,
Q2389686,movie,El Aura,"['Q2421031', 'Q1200678', 'Q130232', 'Q2484376']",138.0,2005-01-01,70056417,,,
Q2392789,movie,Texas Terror,"['Q859369', 'Q188473', 'Q1054574', 'Q4836991']",51.0,1935-02-01,70080070,,,
Q2394537,movie,The Ladies Man,Q157443,106.0,1961-01-01,70004000,,,
Q2395108,movie,La Belle captive,"['Q200092', 'Q1200678', 'Q130232']",90.0,1983-01-01,70062934,,,
Q2395287,movie,Taste the Waste,Q93204,92.0,2010-01-01,80180268,,,
Q2398702,movie,Jane White Is Sick & Twisted,Q157443,,2002-01-01,60028016,,,
Q2399380,other,Crush.Fukk.Create: Requiem for Generation Armageddon,,,,70042484,,,
Q2411820,movie,The Guitar,Q130232,95.0,2008-01-01,70084214,,,
Q2412397,movie,The Last Sect,Q2137852,85.0,2007-01-17,70052557,,,
Q2413405,movie,El Cochecito,"['Q130232', 'Q157443']",85.0,1960-01-01,70100593,,,
Q2413607,movie,Shelter,"['Q2484376', 'Q200092', 'Q25533274', 'Q3634883']",112.0,2010-01-01,70132228,,,
Q2415507,movie,The Zombie Diaries,"['Q200092', 'Q3072049', 'Q3272147']",81.0,2006-01-01,70109466,,,
Q2420519,tv_film,Taken in Broad Daylight,Q959790,89.0,2009-01-01,70120262,,,
Q2422817,movie,Tin Pan Alley,"['Q842256', 'Q130232', 'Q1054574']",94.0,1940-01-01,60011464,,,
Q2424089,movie,Il coltello di ghiaccio,"['Q200092', 'Q959790', 'Q1200678', 'Q2484376']",92.0,1972-01-01,70126686,,,
Q2433523,movie,Born to Be Bad,"['Q130232', 'Q1054574']",62.0,1934-01-01,60033429,,,
Q2435697,movie,O Dragão da Maldade Contra o Santo Guerreiro,"['Q172980', 'Q130232']",100.0,1969-05-20,70132810,,,
Q2436011,movie,Edmond,"['Q959790', 'Q130232']",82.0,2005-01-01,70040689,,,
Q2436018,movie,Bloody Murder,"['Q200092', 'Q853630', 'Q1146335']",90.0,2000-01-01,60002156,,,
Q2437884,movie,Return to Sleepaway Camp,"['Q200092', 'Q853630', 'Q1146335', 'Q20442589']",86.0,2008-01-01,70104415,,,
Q2440260,tv,Tom und das Erdbeermarmeladebrot mit Honig,,5.0,,80001805,,,
Q2450374,movie,Love Crazy,Q860626,99.0,1941-01-01,70072199,,,
Q2450626,tv_film,Mysterious Island,"['Q98526239', 'Q2096633']",172.0,2005-01-01,70046194,,,
Q2451514,other,Stripped Live in the U.K.,"['Q37073', 'Q131272']",,2004-10-12,70012597,,,
Q2455358,movie,The Avenging Conscience,"['Q130232', 'Q226730', 'Q200092']",84.0,1914-01-01,70108230,,,
Q2455641,tv_film,The Beautiful Person,"['Q130232', 'Q52162262']",97.0,2008-01-01,70116978,,,
Q2456608,movie,Vengeance Is Mine,"['Q130232', 'Q959790']",140.0,1979-01-01,70067850,,,
Q2457435,movie,The Open Road,Q859369,90.0,2009-02-07,70117082,,,
Q2459872,movie,Two Cents Worth of Hope,"['Q860626', 'Q130232']",110.0,1952-01-01,70042190,,,
Q2464426,movie,Microphone,Q157443,120.0,2010-01-01,70154533,,,
Q2468927,movie,Desire Under the Elms,"['Q1054574', 'Q130232']",111.0,1958-03-12,60010286,,,
Q2471493,movie,The Castle,Q3072039,85.0,1997-01-01,356068,,,
Q2471731,movie,Lights Out,"['Q1146335', 'Q130232']",87.0,2010-01-01,70139541,,,
Q2474162,movie,Mega Shark Versus Crocosaurus,"['Q1342372', 'Q846544', 'Q224700', 'Q471839']",90.0,2010-12-21,70147487,,,
Q2474634,movie,Men with Brooms,"['Q860626', 'Q130232']",102.0,2002-01-01,60024783,,,
Q2476029,tv_film,Lake Placid 3,"['Q200092', 'Q471839', 'Q1342372', 'Q224700']",95.0,2010-01-01,70143991,,,
Q2477507,movie,Pollyanna,"['Q2143665', 'Q859369', 'Q157443', 'Q130232', 'Q1054574', 'Q52207399']",134.0,1960-05-19,60021865,1v5fZhJ9RxeO,,
Q2478003,tv_film,Journey to the Center of the Earth,"['Q1941707', 'Q471839', 'Q157394', 'Q52207399']",85.0,2008-01-01,70101387,,,
Q2478879,movie,La Chinoise,"['Q2973201', 'Q130232']",96.0,1967-07-01,70096242,,,
Q2481635,movie,The Milky Way,"['Q157443', 'Q895583']",88.0,1936-01-01,70024579,,,
Q2502328,movie,Mirage,Q130232,107.0,2004-09-11,70050253,,,
Q2502851,tv,Storage Wars,Q182415,,,,,,947d80b3-f6bb-40e8-a24d-c0e0bafc5dae
Q2504771,tv_film,Scooby-Doo! Abracadabra-Doo,"['Q224700', 'Q157443', 'Q25533274', 'Q1361932', 'Q319221']",73.0,2010-01-01,70129437,,,
Q2526240,other,Use Your Illusion World Tour – 1992 in Tokyo I,Q83270,,1992-12-08,60032323,,,
Q2528652,movie,Arch of Triumph,"['Q130232', 'Q52162262']",120.0,1948-01-01,70105854,,,
Q2535635,movie,Shout,"['Q842256', 'Q1146335', 'Q2975633', 'Q130232']",89.0,1991-01-01,961636,,,
Q2542475,movie,Walking on Water,"['Q859369', 'Q20442589']",90.0,2002-01-01,60027435,,,
Q2542741,movie,Personal Effects,Q130232,110.0,2008-01-01,70115823,,,
Q2548513,movie,"Romulus, My Father","['Q645928', 'Q2975633', 'Q52162262']",104.0,2007-01-01,70087522,,,
Q2551824,anime,Deltora Quest,"['Q5434357', 'Q15637301', 'Q15712927']",,,,,,c7750468-d669-469d-8526-9f0af23c94e9
Q2552049,movie,The Land Before Time V: The Mysterious Island,"['Q2143665', 'Q1361932', 'Q319221']",74.0,1997-01-01,70020265,,,
Q2552708,movie,The Hottest State,Q130232,117.0,2006-01-01,70068646,,,
Q2557382,movie,The Prince and the Pauper: The Movie,"['Q1146335', 'Q157443', 'Q2143665', 'Q52207399']",90.0,2007-01-01,70086228,,,
Q2557457,movie,Amityville II: The Possession,"['Q200092', 'Q52162262', 'Q31888058']",104.0,1982-01-01,60035939,,,
Q2559914,tv_film,Who Is Clark Rockefeller?,"['Q645928', 'Q959790', 'Q2321734']",,2010-01-01,70141624,,,
Q2566628,tv_film,The Adventures of Food Boy,,,2008-01-01,70108064,,,
Q2566971,movie,Crimen Ferpecto,"['Q859369', 'Q157443']",103.0,2004-01-01,70038782,,,
Q2568952,movie,Sebastian,"['Q130232', 'Q20442589']",88.0,1995-01-01,70075667,,,
Q2569590,movie,Quicksilver,Q130232,105.0,1986-01-01,60025151,,,
Q2571339,tv,Curious George,"['Q9335576', 'Q1273568']",,,,,,"[{'value': '29a4727e-6ac4-4b99-9e91-08c8d872c733', 'qualifiers': {'language of work or name': [{'entity-type': 'item', 'numeric-id': 1860, 'id': 'Q1860'}]}}, {'value': '104c7ad0-2697-4278-9970-b4daa31104b0', 'qualifiers': {'language of work or name': [{'entity-type': 'item', 'numeric-id': 1321, 'id': 'Q1321'}]}}]"
Q2573457,movie,Open Graves,"['Q200092', 'Q2484376']",100.0,2009-01-01,70121723,,,
Q2573864,movie,Curly Top,Q842256,74.0,1935-01-01,70036139,,,
Q2576727,tv,The Tick,Q9335576,35.0,,,,,the-tick-0ce0b057-dbc8-4fe7-8843-c3e68333428f
Q2577308,movie,The Infidel,Q157443,105.0,2010-01-01,70135871,,,
Q2578176,movie,María Candelaria,Q130232,101.0,1944-01-01,70043729,,,
Q2581919,movie,Intermedio,Q200092,,2005-01-01,70002004,,,
Q2586674,movie,Salesman,Q93204,85.0,1969-01-01,60000611,,,
Q2588951,movie,Horns,"['Q157394', 'Q224700', 'Q200092', 'Q130232', 'Q157443', 'Q52207399']",120.0,2013-01-01,70266677,,,
Q2589754,movie,Garbo Talks,"['Q859369', 'Q130232']",103.0,1984-01-01,70015251,,,
Q2599048,movie,Yakuza Graveyard,Q188473,92.0,1976-01-01,70050062,,,
Q2599111,tv,Take Two with Phineas and Ferb,Q9335576,,,,,7RQvP5nuXLgG,
Q2599647,movie,Female Yakuza Tale: Inquisition and Torture,"['Q1194365', 'Q185529']",76.0,1973-01-01,70039090,,,
Q2600986,movie,The Yes Men Fix the World,Q93204,87.0,2009-01-01,70112470,,,
Q2601102,movie,Good,Q130232,96.0,2008-01-01,70109137,,,
Q2602047,movie,Asylum,"['Q853630', 'Q2484376']",92.0,2008-01-01,70099449,,,
Q2602267,movie,House of Bamboo,"['Q959790', 'Q130232']",102.0,1955-01-01,70025302,,,
Q2602481,movie,The House with Laughing Windows,Q200092,106.0,1976-08-16,60026714,,,
Q2604842,movie,Five Children and It,"['Q157394', 'Q2143665', 'Q859369']",89.0,2004-01-01,70034134,,,
Q2611205,movie,The Ace of Hearts,"['Q226730', 'Q959790', 'Q130232']",75.0,1921-01-01,60031459,,,
Q2612911,movie,Little Secrets,Q859369,97.0,2001-01-01,60026291,,,
Q2616215,tv_film,Hercules and the Circle of Fire,"['Q188473', 'Q157394']",87.0,1994-01-01,70166253,,,
Q2616412,tv_film,Revenge of the Bridesmaids,"['Q860626', 'Q5442753', 'Q130232']",95.0,2010-01-01,70159319,,,
Q2616730,movie,Hubble,Q93204,45.0,2010-01-01,70131322,,,
Q2618396,movie,Young Aphrodites,Q130232,88.0,1963-01-01,70067621,,,
Q2619792,movie,Gang Related,"['Q3072039', 'Q1200678', 'Q959790', 'Q130232']",102.0,1997-01-01,60021610,,,
Q2620666,movie,Bubble,"['Q1200678', 'Q130232']",73.0,2005-01-01,70038788,,,
Q2621366,movie,The Mysterians,"['Q200092', 'Q471839', 'Q1065444']",89.0,1957-01-01,70023084,,,
Q2622347,movie,Wanted,Q188473,153.0,2009-01-01,70159616,,,
Q2624855,movie,Something Wicked This Way Comes,"['Q157394', 'Q200092', 'Q52207399']",95.0,1983-04-29,981063,,,
Q2625509,movie,Dead Ringer,"['Q2484376', 'Q130232']",116.0,1964-01-01,70001706,,,
Q2628688,movie,Princess and the Pony,Q130232,88.0,2011-01-01,70155160,,,
Q2629417,tv,Broken Bow,Q24925,86.0,2001-01-01,70177765,,,
Q2629496,movie,Classic Albums: Metallica – Metallica,Q483352,93.0,2001-01-01,60033956,,,
Q2631841,movie,My Friend Irma,Q157443,102.0,1949-09-28,70038671,,,
Q2640291,movie,Lunacy,"['Q200092', 'Q130232', 'Q157443']",118.0,2005-01-01,70061463,,,
Q2640845,movie,The Man Who Will Come,Q130232,115.0,2009-01-01,70126962,,,
Q2640882,movie,Undertow,"['Q20442589', 'Q130232', 'Q1054574']",102.0,2009-09-23,70129390,,,
Q2657557,movie,BRASCH – Das Wünschen und das Fürchten,Q93204,92.0,2011-11-03,70175122,,,
Q2661044,movie,I Wanna Hold Your Hand,Q1146335,101.0,1978-01-01,70004032,,,
Q2664096,tv_film,Mudd's Women,"['Q24925', 'Q4235011']",48.0,1966-01-01,70109438,,,
Q2665454,movie,Fashion,"['Q130232', 'Q1054574']",178.0,2008-01-01,70111162,,,
Q2665527,movie,Don't Look Back,"['Q200092', 'Q130232']",111.0,2009-01-01,70118765,,,
Q2665942,movie,Excess Baggage,"['Q157443', 'Q860626']",98.0,1997-01-01,1179035,,,
Q2678153,movie,Girl with Green Eyes,"['Q52207399', 'Q130232']",91.0,1964-01-01,60022139,,,
Q2698139,movie,Gappa: The Triphibian Monster,"['Q188473', 'Q319221', 'Q157443', 'Q130232', 'Q1361932', 'Q157394', 'Q200092', 'Q471839', 'Q2484376', 'Q1065444']",90.0,1967-01-01,60003573,,,
Q2698704,movie,Kuroneko,"['Q200092', 'Q31888058']",99.0,1968-01-01,70142790,,,
Q2699635,movie,The Army of Crime,"['Q369747', 'Q130232']",139.0,2009-01-01,70118766,,,
Q2699722,tv_film,Hercules and the Amazon Women,"['Q319221', 'Q157394']",91.0,1994-01-01,70185196,,,
Q2700562,movie,Head On,"['Q130232', 'Q20442589']",104.0,1998-01-01,60000677,,,
Q2704561,anime,Full Metal Panic? Fumoffu,"['Q5366097', 'Q15286013', 'Q15637310', 'Q4292083', 'Q5366020', 'Q219559']",,,,,,ea0c6799-a892-40f2-bbb8-91f70556b279
Q2704591,tv,Cease Fire,Q24925,42.0,2003-02-12,70177805,,,
Q2705899,tv,Red vs. Blue,"['Q761469', 'Q471839']",,2003-04-01,80000063,,,
Q2706587,movie,Sex and Zen,Q599558,99.0,1991-01-01,70049632,,,
Q2706861,movie,The Insect Woman,Q130232,123.0,1963-01-01,70117958,,,
Q2707658,movie,As You Like It,"['Q860626', 'Q1919632']",96.0,1936-01-01,265554,,,
Q2707855,movie,Abandon,"['Q1200678', 'Q590103', 'Q1054574']",99.0,2002-01-01,60023647,,,
Q2710230,movie,Coming Soon,"['Q860626', 'Q1146335']",96.0,1999-01-01,60001449,,,
Q2712128,movie,Tokyo-Ga,Q93204,92.0,1985-01-01,70061708,,,
Q2712195,movie,Samurai Banners,Q369747,165.0,1969-01-01,70033924,,,
Q2713591,movie,Kurt & Courtney,"['Q93204', 'Q1800833']",95.0,1998-01-01,1193180,,,
Q2713787,tv_film,The Luck of the Irish,Q1146335,86.0,2001-03-09,,71uQo1CB3OAd,,
Q2714976,movie,Quo Vadis,"['Q17013749', 'Q130232', 'Q52207399']",170.0,2001-01-01,70001004,,,
Q2718460,movie,"Perdona bonita, pero Lucas me quería a mí","['Q20442589', 'Q157443']",92.0,1997-01-30,70021221,,,
Q2720880,other,Live at Madison Square Garden,Q11399,,2009-11-20,70138605,,,
Q2720955,movie,The Mummy's Hand,Q200092,67.0,1940-01-01,70063161,,,
Q2733540,movie,In My Country,Q130232,99.0,2004-01-01,70020942,,,
Q2734939,movie,Going the Distance,"['Q1146335', 'Q1054574', 'Q157443']",93.0,2004-01-01,70032829,,,
Q2737335,movie,Julia's Eyes,Q200092,117.0,2010-09-11,70154162,,,
Q2738970,movie,Stonewall,"['Q622370', 'Q859369', 'Q20442589', 'Q130232', 'Q1054574', 'Q52162262']",99.0,1995-09-02,1001896,,,
Q2745805,tv_film,Scooby-Doo! in Arabian Nights,"['Q157394', 'Q2143665', 'Q21192427', 'Q224700']",68.0,1994-01-01,60027458,,,
Q2747684,movie,Tears for Sale,"['Q130232', 'Q157394']",86.0,2008-01-30,70109759,,,
Q2748111,movie,Something of Value,"['Q130232', 'Q1054574', 'Q369747']",113.0,1957-01-01,70111718,,,
Q2750748,movie,Rurouni Kenshin,Q188473,134.0,2012-08-25,70293105,,,
Q2757891,movie,Şeytan,"['Q200092', 'Q1092361']",101.0,1974-01-01,70069772,,,
Q2758540,movie,Our Lady of the Assassins,"['Q130232', 'Q20442589', 'Q959790']",101.0,2000-01-01,60021594,,,
Q2778150,movie,Hiruko the Goblin,Q200092,89.0,1991-01-01,70006628,,,
Q2778234,tv,UFC 94,,,,70118146,,,
Q2778460,movie,Shadows in Paradise,"['Q130232', 'Q157443', 'Q1135802']",74.0,1986-01-01,70104394,,,
Q2779010,movie,The Slipper and the Rose,"['Q842256', 'Q157394']",143.0,1976-01-01,27999797,,,
Q2779021,movie,Wild in the Streets,"['Q842256', 'Q471839']",91.0,1968-01-01,60011576,,,
Q2784028,movie,I'm All Right Jack,Q157443,105.0,1959-01-01,60027418,,,
Q2785404,tv,Vanishing Point,Q24925,42.0,2002-11-27,70177800,,,
Q2805417,movie,A Run for Your Money,Q157443,85.0,1949-01-01,70026390,,,
Q2811418,tv,The Shipment,Q24925,42.0,2003-10-22,70177823,,,
Q2813808,movie,Wild Bill,"['Q959790', 'Q586250', 'Q130232', 'Q157443']",98.0,2011-01-01,70275772,,,
Q2819650,movie,A Bigger Splash,"['Q93204', 'Q20442589']",105.0,1974-01-01,70045822,,,
Q2822190,movie,Acacia,Q200092,103.0,2003-01-01,70033480,,,
Q2823386,movie,Acolytes,Q200092,91.0,2008-05-15,70108187,,,
Q2839051,movie,Bride of the Wind,"['Q1054574', 'Q130232', 'Q645928']",99.0,2001-06-08,60020798,,,
Q2840611,movie,Alvin and the Chipmunks Meet the Wolfman,"['Q224700', 'Q21192427', 'Q5258881']",77.0,2000-08-29,70187710,,,
Q2843135,movie,Amreeka,Q130232,96.0,2009-01-01,70112460,,,
Q2846037,movie,And Then Came Lola,"['Q859369', 'Q20442589']",71.0,2009-01-01,70121094,,,
Q2855403,movie,The Son of Tarzan,"['Q226730', 'Q188473', 'Q157394', 'Q52207399', 'Q7751682']",241.0,1920-05-01,70114059,,,
Q2858749,anime,Appleseed,Q5366020,71.0,1988-01-01,70014830,,,
Q2859044,movie,Sex in the Snow,Q599558,6262.0,1971-01-01,70082974,,,
Q2859425,movie,Araf,"['Q2484376', 'Q200092']",97.0,2006-10-06,70080470,,,
Q2870390,movie,Deep in My Heart,"['Q842256', 'Q645928']",132.0,1954-01-01,70090401,,,
Q2882477,movie,Elephant White,"['Q188473', 'Q2484376']",91.0,2011-01-01,70177228,,,
Q2884134,movie,Bluebeard,"['Q185867', 'Q959790']",72.0,1944-01-01,26579207,,,
Q2886770,movie,"Bashu, the Little Stranger",Q369747,120.0,1989-01-01,70028459,,,
Q2893705,movie,Beethoven's Christmas Adventure,"['Q157443', 'Q28026639', 'Q157394']",90.0,2011-01-01,70209218,,,
Q2900709,movie,Bhumika,"['Q130232', 'Q645928']",136.0,1977-01-01,60021527,,,
Q2906925,movie,Blood,"['Q959790', 'Q2484376', 'Q130232']",96.0,2012-10-11,70276020,,,
Q2906938,movie,The Fox in the Chicken Coop,Q157443,90.0,1976-01-01,70062813,,,
Q2908724,movie,Amazing Grace,"['Q130232', 'Q20442589']",90.0,1992-01-01,70029103,,,
Q2910445,movie,Boogie Woogie,"['Q157443', 'Q20442589', 'Q130232']",90.0,2009-01-01,70117894,,,
Q2911307,movie,Giv'at Halfon Eina Ona,Q157443,92.0,1976-01-01,60026728,,,
Q2912194,movie,Death in Gaza,Q93204,80.0,2004-01-01,70022297,,,
Q2912561,movie,The Imposter,"['Q93204', 'Q959790', 'Q645928']",99.0,2012-01-01,70228012,,,
Q2913392,movie,Would You Rather,Q200092,93.0,2012-01-01,70270388,,,
Q2917130,movie,Casa de Mi Padre,"['Q157443', 'Q622548']",85.0,2012-01-01,70213466,,,
Q2920720,movie,Ushpizin,Q859369,90.0,2004-01-01,70038936,,,
Q2925973,movie,Broken,"['Q2484376', 'Q130232']",,2006-01-01,70080619,,,
Q2933031,movie,Café Transit,Q130232,107.0,2005-01-01,70080995,,,
Q2936269,tv,Future Tense,Q24925,42.0,2003-02-19,70177806,,,
Q2937631,movie,Theirs Is the Glory,Q93204,82.0,1946-01-01,70160378,,,
Q2941095,movie,Casino Tycoon 2,Q188473,,1992-01-01,70033644,,,
Q2943636,movie,Morvern Callar,"['Q52207399', 'Q130232']",97.0,2002-01-01,60025619,,,
Q2961029,movie,Strawberry Shortcake: The Sweet Dreams Movie,Q1361932,75.0,2006-01-01,70059808,,,
Q2963312,movie,Chicago Joe and the Showgirl,"['Q2421031', 'Q130232']",103.0,1990-01-01,60031518,,,
Q2973230,movie,Cinéman,Q157443,90.0,2009-01-01,81031847,,,
Q2975195,movie,Naked Weapon,"['Q1033891', 'Q2484376', 'Q188473', 'Q1776156']",90.0,2002-01-01,60034449,,,
Q2986159,movie,My Sex Life... or How I Got into an Argument,Q130232,178.0,1996-01-01,60001241,,,
Q2986191,short_film,How to Swim,,8.0,1942-01-01,,6EOZeTdpIN88,,
Q2993828,movie,Blood and Sand,"['Q130232', 'Q52207399', 'Q1054574']",120.0,1989-01-01,60001478,,,
Q2995039,movie,Constantine and the Cross,Q645928,136.0,1961-01-01,70028014,,,
Q3002394,movie,Crazy Mama,Q188473,80.0,1975-06-01,60022883,,,
Q3008352,movie,Satan Never Sleeps,Q130232,126.0,1962-01-01,70022180,,,
Q3009047,movie,Much Ado About Nothing,Q860626,109.0,2012-09-08,70259081,,,
Q3017170,movie,Promised Land,Q130232,106.0,2012-01-01,70256936,,,
Q3020193,movie,The Key,"['Q130232', 'Q1054574', 'Q185867']",134.0,1958-01-01,70042225,,,
Q3020363,movie,On the Other Side of the Tracks,"['Q959790', 'Q157443']",96.0,2012-12-19,70296219,,,
Q3024072,movie,Things I Never Told You,"['Q1054574', 'Q130232', 'Q157443']",93.0,1996-01-01,60002059,,,
Q3024783,movie,Detropia,Q93204,90.0,2012-01-21,70229260,,,
Q3025346,movie,Loggerheads,"['Q130232', 'Q20442589']",95.0,2005-01-01,70034475,,,
